,filename,partition,semantic_label,numeric_label
3081,03081.png,train,petronas_towers,1.0
3082,03082.png,train,rialto_bridge,2.0
3083,03083.png,train,museu_nacional_dart_de_catalunya,3.0
3084,03084.png,train,pantheon,4.0
3085,03085.png,train,hofburg_imperial_palace,5.0
3086,03086.png,train,berlin_cathedral,6.0
3087,03087.png,train,hagia_sophia,7.0
3088,03088.png,train,gaudi_casa_batllo_barcelona,8.0
3089,03089.png,train,st_stephen_cathedral_vienna,9.0
3090,03090.png,train,colosseum,0.0
3091,03091.png,train,petronas_towers,1.0
3092,03092.png,train,rialto_bridge,2.0
3093,03093.png,train,museu_nacional_dart_de_catalunya,3.0
3094,03094.png,train,pantheon,4.0
3095,03095.png,train,hofburg_imperial_palace,5.0
3096,03096.png,train,berlin_cathedral,6.0
3097,03097.png,train,hagia_sophia,7.0
3098,03098.png,train,gaudi_casa_batllo_barcelona,8.0
3099,03099.png,train,st_stephen_cathedral_vienna,9.0
3100,03100.png,train,colosseum,0.0
3101,03101.png,train,petronas_towers,1.0
3102,03102.png,train,rialto_bridge,2.0
3103,03103.png,train,museu_nacional_dart_de_catalunya,3.0
3104,03104.png,train,pantheon,4.0
3105,03105.png,train,hofburg_imperial_palace,5.0
3106,03106.png,train,berlin_cathedral,6.0
3107,03107.png,train,hagia_sophia,7.0
3108,03108.png,train,gaudi_casa_batllo_barcelona,8.0
3109,03109.png,train,st_stephen_cathedral_vienna,9.0
3110,03110.png,train,colosseum,0.0
3111,03111.png,train,petronas_towers,1.0
3112,03112.png,train,rialto_bridge,2.0
3113,03113.png,train,museu_nacional_dart_de_catalunya,3.0
3114,03114.png,train,pantheon,4.0
3115,03115.png,train,hofburg_imperial_palace,5.0
3116,03116.png,train,berlin_cathedral,6.0
3117,03117.png,train,hagia_sophia,7.0
3118,03118.png,train,gaudi_casa_batllo_barcelona,8.0
3119,03119.png,train,st_stephen_cathedral_vienna,9.0
3120,03120.png,train,colosseum,0.0
3121,03121.png,train,petronas_towers,1.0
3122,03122.png,train,rialto_bridge,2.0
3123,03123.png,train,museu_nacional_dart_de_catalunya,3.0
3124,03124.png,train,pantheon,4.0
3125,03125.png,train,hofburg_imperial_palace,5.0
3126,03126.png,train,berlin_cathedral,6.0
3127,03127.png,train,hagia_sophia,7.0
3128,03128.png,train,gaudi_casa_batllo_barcelona,8.0
3129,03129.png,train,st_stephen_cathedral_vienna,9.0
3130,03130.png,train,colosseum,0.0
3131,03131.png,train,petronas_towers,1.0
3132,03132.png,train,rialto_bridge,2.0
3133,03133.png,train,museu_nacional_dart_de_catalunya,3.0
3134,03134.png,train,pantheon,4.0
3135,03135.png,train,hofburg_imperial_palace,5.0
3136,03136.png,train,berlin_cathedral,6.0
3137,03137.png,train,hagia_sophia,7.0
3138,03138.png,train,gaudi_casa_batllo_barcelona,8.0
3139,03139.png,train,st_stephen_cathedral_vienna,9.0
3140,03140.png,train,colosseum,0.0
3141,03141.png,train,petronas_towers,1.0
3142,03142.png,train,rialto_bridge,2.0
3143,03143.png,train,museu_nacional_dart_de_catalunya,3.0
3144,03144.png,train,pantheon,4.0
3145,03145.png,train,hofburg_imperial_palace,5.0
3146,03146.png,train,berlin_cathedral,6.0
3147,03147.png,train,hagia_sophia,7.0
3148,03148.png,train,gaudi_casa_batllo_barcelona,8.0
3149,03149.png,train,st_stephen_cathedral_vienna,9.0
3150,03150.png,train,colosseum,0.0
3151,03151.png,train,petronas_towers,1.0
3152,03152.png,train,rialto_bridge,2.0
3153,03153.png,train,museu_nacional_dart_de_catalunya,3.0
3154,03154.png,train,pantheon,4.0
3155,03155.png,train,hofburg_imperial_palace,5.0
3156,03156.png,train,berlin_cathedral,6.0
3157,03157.png,train,hagia_sophia,7.0
3158,03158.png,train,gaudi_casa_batllo_barcelona,8.0
3159,03159.png,train,st_stephen_cathedral_vienna,9.0
3160,03160.png,train,colosseum,0.0
3161,03161.png,train,petronas_towers,1.0
3162,03162.png,train,rialto_bridge,2.0
3163,03163.png,train,museu_nacional_dart_de_catalunya,3.0
3164,03164.png,train,pantheon,4.0
3165,03165.png,train,hofburg_imperial_palace,5.0
3166,03166.png,train,berlin_cathedral,6.0
3167,03167.png,train,hagia_sophia,7.0
3168,03168.png,train,gaudi_casa_batllo_barcelona,8.0
3169,03169.png,train,st_stephen_cathedral_vienna,9.0
3170,03170.png,train,colosseum,0.0
3171,03171.png,train,petronas_towers,1.0
3172,03172.png,train,rialto_bridge,2.0
3173,03173.png,train,museu_nacional_dart_de_catalunya,3.0
3174,03174.png,train,pantheon,4.0
3175,03175.png,train,hofburg_imperial_palace,5.0
3176,03176.png,train,berlin_cathedral,6.0
3177,03177.png,train,hagia_sophia,7.0
3178,03178.png,train,gaudi_casa_batllo_barcelona,8.0
3179,03179.png,train,st_stephen_cathedral_vienna,9.0
3180,03180.png,train,colosseum,0.0
3181,03181.png,train,petronas_towers,1.0
3182,03182.png,train,rialto_bridge,2.0
3183,03183.png,train,museu_nacional_dart_de_catalunya,3.0
3184,03184.png,train,pantheon,4.0
3185,03185.png,train,hofburg_imperial_palace,5.0
3186,03186.png,train,berlin_cathedral,6.0
3187,03187.png,train,hagia_sophia,7.0
3188,03188.png,train,gaudi_casa_batllo_barcelona,8.0
3189,03189.png,train,st_stephen_cathedral_vienna,9.0
3190,03190.png,train,colosseum,0.0
3191,03191.png,train,petronas_towers,1.0
3192,03192.png,train,rialto_bridge,2.0
3193,03193.png,train,museu_nacional_dart_de_catalunya,3.0
3194,03194.png,train,pantheon,4.0
3195,03195.png,train,hofburg_imperial_palace,5.0
3196,03196.png,train,berlin_cathedral,6.0
3197,03197.png,train,hagia_sophia,7.0
3198,03198.png,train,gaudi_casa_batllo_barcelona,8.0
3199,03199.png,train,st_stephen_cathedral_vienna,9.0
3200,03200.png,train,colosseum,0.0
3201,03201.png,train,petronas_towers,1.0
3202,03202.png,train,rialto_bridge,2.0
3203,03203.png,train,museu_nacional_dart_de_catalunya,3.0
3204,03204.png,train,pantheon,4.0
3205,03205.png,train,hofburg_imperial_palace,5.0
3206,03206.png,train,berlin_cathedral,6.0
3207,03207.png,train,hagia_sophia,7.0
3208,03208.png,train,gaudi_casa_batllo_barcelona,8.0
3209,03209.png,train,st_stephen_cathedral_vienna,9.0
3210,03210.png,train,colosseum,0.0
3211,03211.png,train,petronas_towers,1.0
3212,03212.png,train,rialto_bridge,2.0
3213,03213.png,train,museu_nacional_dart_de_catalunya,3.0
3214,03214.png,train,pantheon,4.0
3215,03215.png,train,hofburg_imperial_palace,5.0
3216,03216.png,train,berlin_cathedral,6.0
3217,03217.png,train,hagia_sophia,7.0
3218,03218.png,train,gaudi_casa_batllo_barcelona,8.0
3219,03219.png,train,st_stephen_cathedral_vienna,9.0
3220,03220.png,train,colosseum,0.0
3221,03221.png,train,petronas_towers,1.0
3222,03222.png,train,rialto_bridge,2.0
3223,03223.png,train,museu_nacional_dart_de_catalunya,3.0
3224,03224.png,train,pantheon,4.0
3225,03225.png,train,hofburg_imperial_palace,5.0
3226,03226.png,train,berlin_cathedral,6.0
3227,03227.png,train,hagia_sophia,7.0
3228,03228.png,train,gaudi_casa_batllo_barcelona,8.0
3229,03229.png,train,st_stephen_cathedral_vienna,9.0
3230,03230.png,train,colosseum,0.0
3231,03231.png,train,petronas_towers,1.0
3232,03232.png,train,rialto_bridge,2.0
3233,03233.png,train,museu_nacional_dart_de_catalunya,3.0
3234,03234.png,train,pantheon,4.0
3235,03235.png,train,hofburg_imperial_palace,5.0
3236,03236.png,train,berlin_cathedral,6.0
3237,03237.png,train,hagia_sophia,7.0
3238,03238.png,train,gaudi_casa_batllo_barcelona,8.0
3239,03239.png,train,st_stephen_cathedral_vienna,9.0
3240,03240.png,train,colosseum,0.0
3241,03241.png,train,petronas_towers,1.0
3242,03242.png,train,rialto_bridge,2.0
3243,03243.png,train,museu_nacional_dart_de_catalunya,3.0
3244,03244.png,train,pantheon,4.0
3245,03245.png,train,hofburg_imperial_palace,5.0
3246,03246.png,train,berlin_cathedral,6.0
3247,03247.png,train,hagia_sophia,7.0
3248,03248.png,train,gaudi_casa_batllo_barcelona,8.0
3249,03249.png,train,st_stephen_cathedral_vienna,9.0
3250,03250.png,train,colosseum,0.0
3251,03251.png,train,petronas_towers,1.0
3252,03252.png,train,rialto_bridge,2.0
3253,03253.png,train,museu_nacional_dart_de_catalunya,3.0
3254,03254.png,train,pantheon,4.0
3255,03255.png,train,hofburg_imperial_palace,5.0
3256,03256.png,train,berlin_cathedral,6.0
3257,03257.png,train,hagia_sophia,7.0
3258,03258.png,train,gaudi_casa_batllo_barcelona,8.0
3259,03259.png,train,st_stephen_cathedral_vienna,9.0
3260,03260.png,train,colosseum,0.0
3261,03261.png,train,petronas_towers,1.0
3262,03262.png,train,rialto_bridge,2.0
3263,03263.png,train,museu_nacional_dart_de_catalunya,3.0
3264,03264.png,train,pantheon,4.0
3265,03265.png,train,hofburg_imperial_palace,5.0
3266,03266.png,train,berlin_cathedral,6.0
3267,03267.png,train,hagia_sophia,7.0
3268,03268.png,train,gaudi_casa_batllo_barcelona,8.0
3269,03269.png,train,st_stephen_cathedral_vienna,9.0
3270,03270.png,train,colosseum,0.0
3271,03271.png,train,petronas_towers,1.0
3272,03272.png,train,rialto_bridge,2.0
3273,03273.png,train,museu_nacional_dart_de_catalunya,3.0
3274,03274.png,train,pantheon,4.0
3275,03275.png,train,hofburg_imperial_palace,5.0
3276,03276.png,train,berlin_cathedral,6.0
3277,03277.png,train,hagia_sophia,7.0
3278,03278.png,train,gaudi_casa_batllo_barcelona,8.0
3279,03279.png,train,st_stephen_cathedral_vienna,9.0
3280,03280.png,train,colosseum,0.0
3281,03281.png,train,petronas_towers,1.0
3282,03282.png,train,rialto_bridge,2.0
3283,03283.png,train,museu_nacional_dart_de_catalunya,3.0
3284,03284.png,train,pantheon,4.0
3285,03285.png,train,hofburg_imperial_palace,5.0
3286,03286.png,train,berlin_cathedral,6.0
3287,03287.png,train,hagia_sophia,7.0
3288,03288.png,train,gaudi_casa_batllo_barcelona,8.0
3289,03289.png,train,st_stephen_cathedral_vienna,9.0
3290,03290.png,train,colosseum,0.0
3291,03291.png,train,petronas_towers,1.0
3292,03292.png,train,rialto_bridge,2.0
3293,03293.png,train,museu_nacional_dart_de_catalunya,3.0
3294,03294.png,train,pantheon,4.0
3295,03295.png,train,hofburg_imperial_palace,5.0
3296,03296.png,train,berlin_cathedral,6.0
3297,03297.png,train,hagia_sophia,7.0
3298,03298.png,train,gaudi_casa_batllo_barcelona,8.0
3299,03299.png,train,st_stephen_cathedral_vienna,9.0
3300,03300.png,train,colosseum,0.0
3301,03301.png,train,petronas_towers,1.0
3302,03302.png,train,rialto_bridge,2.0
3303,03303.png,train,museu_nacional_dart_de_catalunya,3.0
3304,03304.png,train,pantheon,4.0
3305,03305.png,train,hofburg_imperial_palace,5.0
3306,03306.png,train,berlin_cathedral,6.0
3307,03307.png,train,hagia_sophia,7.0
3308,03308.png,train,gaudi_casa_batllo_barcelona,8.0
3309,03309.png,train,st_stephen_cathedral_vienna,9.0
3310,03310.png,train,colosseum,0.0
3311,03311.png,train,petronas_towers,1.0
3312,03312.png,train,rialto_bridge,2.0
3313,03313.png,train,museu_nacional_dart_de_catalunya,3.0
3314,03314.png,train,pantheon,4.0
3315,03315.png,train,hofburg_imperial_palace,5.0
3316,03316.png,train,berlin_cathedral,6.0
3317,03317.png,train,hagia_sophia,7.0
3318,03318.png,train,gaudi_casa_batllo_barcelona,8.0
3319,03319.png,train,st_stephen_cathedral_vienna,9.0
3320,03320.png,train,colosseum,0.0
3321,03321.png,train,petronas_towers,1.0
3322,03322.png,train,rialto_bridge,2.0
3323,03323.png,train,museu_nacional_dart_de_catalunya,3.0
3324,03324.png,train,pantheon,4.0
3325,03325.png,train,hofburg_imperial_palace,5.0
3326,03326.png,train,berlin_cathedral,6.0
3327,03327.png,train,hagia_sophia,7.0
3328,03328.png,train,gaudi_casa_batllo_barcelona,8.0
3329,03329.png,train,st_stephen_cathedral_vienna,9.0
3330,03330.png,train,colosseum,0.0
3331,03331.png,train,petronas_towers,1.0
3332,03332.png,train,rialto_bridge,2.0
3333,03333.png,train,museu_nacional_dart_de_catalunya,3.0
3334,03334.png,train,pantheon,4.0
3335,03335.png,train,hofburg_imperial_palace,5.0
3336,03336.png,train,berlin_cathedral,6.0
3337,03337.png,train,hagia_sophia,7.0
3338,03338.png,train,gaudi_casa_batllo_barcelona,8.0
3339,03339.png,train,st_stephen_cathedral_vienna,9.0
3340,03340.png,train,colosseum,0.0
3341,03341.png,train,petronas_towers,1.0
3342,03342.png,train,rialto_bridge,2.0
3343,03343.png,train,museu_nacional_dart_de_catalunya,3.0
3344,03344.png,train,pantheon,4.0
3345,03345.png,train,hofburg_imperial_palace,5.0
3346,03346.png,train,berlin_cathedral,6.0
3347,03347.png,train,hagia_sophia,7.0
3348,03348.png,train,gaudi_casa_batllo_barcelona,8.0
3349,03349.png,train,st_stephen_cathedral_vienna,9.0
3350,03350.png,train,colosseum,0.0
3351,03351.png,train,petronas_towers,1.0
3352,03352.png,train,rialto_bridge,2.0
3353,03353.png,train,museu_nacional_dart_de_catalunya,3.0
3354,03354.png,train,pantheon,4.0
3355,03355.png,train,hofburg_imperial_palace,5.0
3356,03356.png,train,berlin_cathedral,6.0
3357,03357.png,train,hagia_sophia,7.0
3358,03358.png,train,gaudi_casa_batllo_barcelona,8.0
3359,03359.png,train,st_stephen_cathedral_vienna,9.0
3360,03360.png,train,colosseum,0.0
3361,03361.png,train,petronas_towers,1.0
3362,03362.png,train,rialto_bridge,2.0
3363,03363.png,train,museu_nacional_dart_de_catalunya,3.0
3364,03364.png,train,pantheon,4.0
3365,03365.png,train,hofburg_imperial_palace,5.0
3366,03366.png,train,berlin_cathedral,6.0
3367,03367.png,train,hagia_sophia,7.0
3368,03368.png,train,gaudi_casa_batllo_barcelona,8.0
3369,03369.png,train,st_stephen_cathedral_vienna,9.0
3370,03370.png,train,colosseum,0.0
3371,03371.png,train,petronas_towers,1.0
3372,03372.png,train,rialto_bridge,2.0
3373,03373.png,train,museu_nacional_dart_de_catalunya,3.0
3374,03374.png,train,pantheon,4.0
3375,03375.png,train,hofburg_imperial_palace,5.0
3376,03376.png,train,berlin_cathedral,6.0
3377,03377.png,train,hagia_sophia,7.0
3378,03378.png,train,gaudi_casa_batllo_barcelona,8.0
3379,03379.png,train,st_stephen_cathedral_vienna,9.0
3380,03380.png,train,colosseum,0.0
3381,03381.png,train,petronas_towers,1.0
3382,03382.png,train,rialto_bridge,2.0
3383,03383.png,train,museu_nacional_dart_de_catalunya,3.0
3384,03384.png,train,pantheon,4.0
3385,03385.png,train,hofburg_imperial_palace,5.0
3386,03386.png,train,berlin_cathedral,6.0
3387,03387.png,train,hagia_sophia,7.0
3388,03388.png,train,gaudi_casa_batllo_barcelona,8.0
3389,03389.png,train,st_stephen_cathedral_vienna,9.0
3390,03390.png,train,colosseum,0.0
3391,03391.png,train,petronas_towers,1.0
3392,03392.png,train,rialto_bridge,2.0
3393,03393.png,train,museu_nacional_dart_de_catalunya,3.0
3394,03394.png,train,pantheon,4.0
3395,03395.png,train,hofburg_imperial_palace,5.0
3396,03396.png,train,berlin_cathedral,6.0
3397,03397.png,train,hagia_sophia,7.0
3398,03398.png,train,gaudi_casa_batllo_barcelona,8.0
3399,03399.png,train,st_stephen_cathedral_vienna,9.0
3400,03400.png,train,colosseum,0.0
3401,03401.png,train,petronas_towers,1.0
3402,03402.png,train,rialto_bridge,2.0
3403,03403.png,train,museu_nacional_dart_de_catalunya,3.0
3404,03404.png,train,pantheon,4.0
3405,03405.png,train,hofburg_imperial_palace,5.0
3406,03406.png,train,berlin_cathedral,6.0
3407,03407.png,train,hagia_sophia,7.0
3408,03408.png,train,gaudi_casa_batllo_barcelona,8.0
3409,03409.png,train,st_stephen_cathedral_vienna,9.0
3410,03410.png,train,colosseum,0.0
3411,03411.png,train,petronas_towers,1.0
3412,03412.png,train,rialto_bridge,2.0
3413,03413.png,train,museu_nacional_dart_de_catalunya,3.0
3414,03414.png,train,pantheon,4.0
3415,03415.png,train,hofburg_imperial_palace,5.0
3416,03416.png,train,berlin_cathedral,6.0
3417,03417.png,train,hagia_sophia,7.0
3418,03418.png,train,gaudi_casa_batllo_barcelona,8.0
3419,03419.png,train,st_stephen_cathedral_vienna,9.0
3420,03420.png,train,colosseum,0.0
3421,03421.png,train,petronas_towers,1.0
3422,03422.png,train,rialto_bridge,2.0
3423,03423.png,train,museu_nacional_dart_de_catalunya,3.0
3424,03424.png,train,pantheon,4.0
3425,03425.png,train,hofburg_imperial_palace,5.0
3426,03426.png,train,berlin_cathedral,6.0
3427,03427.png,train,hagia_sophia,7.0
3428,03428.png,train,gaudi_casa_batllo_barcelona,8.0
3429,03429.png,train,st_stephen_cathedral_vienna,9.0
3430,03430.png,train,colosseum,0.0
3431,03431.png,train,petronas_towers,1.0
3432,03432.png,train,rialto_bridge,2.0
3433,03433.png,train,museu_nacional_dart_de_catalunya,3.0
3434,03434.png,train,pantheon,4.0
3435,03435.png,train,hofburg_imperial_palace,5.0
3436,03436.png,train,berlin_cathedral,6.0
3437,03437.png,train,hagia_sophia,7.0
3438,03438.png,train,gaudi_casa_batllo_barcelona,8.0
3439,03439.png,train,st_stephen_cathedral_vienna,9.0
3440,03440.png,train,colosseum,0.0
3441,03441.png,train,petronas_towers,1.0
3442,03442.png,train,rialto_bridge,2.0
3443,03443.png,train,museu_nacional_dart_de_catalunya,3.0
3444,03444.png,train,pantheon,4.0
3445,03445.png,train,hofburg_imperial_palace,5.0
3446,03446.png,train,berlin_cathedral,6.0
3447,03447.png,train,hagia_sophia,7.0
3448,03448.png,train,gaudi_casa_batllo_barcelona,8.0
3449,03449.png,train,st_stephen_cathedral_vienna,9.0
3450,03450.png,train,colosseum,0.0
3451,03451.png,train,petronas_towers,1.0
3452,03452.png,train,rialto_bridge,2.0
3453,03453.png,train,museu_nacional_dart_de_catalunya,3.0
3454,03454.png,train,pantheon,4.0
3455,03455.png,train,hofburg_imperial_palace,5.0
3456,03456.png,train,berlin_cathedral,6.0
3457,03457.png,train,hagia_sophia,7.0
3458,03458.png,train,gaudi_casa_batllo_barcelona,8.0
3459,03459.png,train,st_stephen_cathedral_vienna,9.0
3460,03460.png,train,colosseum,0.0
3461,03461.png,train,petronas_towers,1.0
3462,03462.png,train,rialto_bridge,2.0
3463,03463.png,train,museu_nacional_dart_de_catalunya,3.0
3464,03464.png,train,pantheon,4.0
3465,03465.png,train,hofburg_imperial_palace,5.0
3466,03466.png,train,berlin_cathedral,6.0
3467,03467.png,train,hagia_sophia,7.0
3468,03468.png,train,gaudi_casa_batllo_barcelona,8.0
3469,03469.png,train,st_stephen_cathedral_vienna,9.0
3470,03470.png,train,colosseum,0.0
3471,03471.png,train,petronas_towers,1.0
3472,03472.png,train,rialto_bridge,2.0
3473,03473.png,train,museu_nacional_dart_de_catalunya,3.0
3474,03474.png,train,pantheon,4.0
3475,03475.png,train,hofburg_imperial_palace,5.0
3476,03476.png,train,berlin_cathedral,6.0
3477,03477.png,train,hagia_sophia,7.0
3478,03478.png,train,gaudi_casa_batllo_barcelona,8.0
3479,03479.png,train,st_stephen_cathedral_vienna,9.0
3480,03480.png,train,colosseum,0.0
3481,03481.png,train,petronas_towers,1.0
3482,03482.png,train,rialto_bridge,2.0
3483,03483.png,train,museu_nacional_dart_de_catalunya,3.0
3484,03484.png,train,pantheon,4.0
3485,03485.png,train,hofburg_imperial_palace,5.0
3486,03486.png,train,berlin_cathedral,6.0
3487,03487.png,train,hagia_sophia,7.0
3488,03488.png,train,gaudi_casa_batllo_barcelona,8.0
3489,03489.png,train,st_stephen_cathedral_vienna,9.0
3490,03490.png,train,colosseum,0.0
3491,03491.png,train,petronas_towers,1.0
3492,03492.png,train,rialto_bridge,2.0
3493,03493.png,train,museu_nacional_dart_de_catalunya,3.0
3494,03494.png,train,pantheon,4.0
3495,03495.png,train,hofburg_imperial_palace,5.0
3496,03496.png,train,berlin_cathedral,6.0
3497,03497.png,train,hagia_sophia,7.0
3498,03498.png,train,gaudi_casa_batllo_barcelona,8.0
3499,03499.png,train,st_stephen_cathedral_vienna,9.0
3500,03500.png,train,colosseum,0.0
3501,03501.png,train,petronas_towers,1.0
3502,03502.png,train,rialto_bridge,2.0
3503,03503.png,train,museu_nacional_dart_de_catalunya,3.0
3504,03504.png,train,pantheon,4.0
3505,03505.png,train,hofburg_imperial_palace,5.0
3506,03506.png,train,berlin_cathedral,6.0
3507,03507.png,train,hagia_sophia,7.0
3508,03508.png,train,gaudi_casa_batllo_barcelona,8.0
3509,03509.png,train,st_stephen_cathedral_vienna,9.0
3510,03510.png,train,colosseum,0.0
3511,03511.png,train,petronas_towers,1.0
3512,03512.png,train,rialto_bridge,2.0
3513,03513.png,train,museu_nacional_dart_de_catalunya,3.0
3514,03514.png,train,pantheon,4.0
3515,03515.png,train,hofburg_imperial_palace,5.0
3516,03516.png,train,berlin_cathedral,6.0
3517,03517.png,train,hagia_sophia,7.0
3518,03518.png,train,gaudi_casa_batllo_barcelona,8.0
3519,03519.png,train,st_stephen_cathedral_vienna,9.0
3520,03520.png,train,colosseum,0.0
3521,03521.png,train,petronas_towers,1.0
3522,03522.png,train,rialto_bridge,2.0
3523,03523.png,train,museu_nacional_dart_de_catalunya,3.0
3524,03524.png,train,pantheon,4.0
3525,03525.png,train,hofburg_imperial_palace,5.0
3526,03526.png,train,berlin_cathedral,6.0
3527,03527.png,train,hagia_sophia,7.0
3528,03528.png,train,gaudi_casa_batllo_barcelona,8.0
3529,03529.png,train,st_stephen_cathedral_vienna,9.0
3530,03530.png,train,colosseum,0.0
3531,03531.png,train,petronas_towers,1.0
3532,03532.png,train,rialto_bridge,2.0
3533,03533.png,train,museu_nacional_dart_de_catalunya,3.0
3534,03534.png,train,pantheon,4.0
3535,03535.png,train,hofburg_imperial_palace,5.0
3536,03536.png,train,berlin_cathedral,6.0
3537,03537.png,train,hagia_sophia,7.0
3538,03538.png,train,gaudi_casa_batllo_barcelona,8.0
3539,03539.png,train,st_stephen_cathedral_vienna,9.0
3540,03540.png,train,colosseum,0.0
3541,03541.png,train,petronas_towers,1.0
3542,03542.png,train,rialto_bridge,2.0
3543,03543.png,train,museu_nacional_dart_de_catalunya,3.0
3544,03544.png,train,pantheon,4.0
3545,03545.png,train,hofburg_imperial_palace,5.0
3546,03546.png,train,berlin_cathedral,6.0
3547,03547.png,train,hagia_sophia,7.0
3548,03548.png,train,gaudi_casa_batllo_barcelona,8.0
3549,03549.png,train,st_stephen_cathedral_vienna,9.0
3550,03550.png,train,colosseum,0.0
3551,03551.png,train,petronas_towers,1.0
3552,03552.png,train,rialto_bridge,2.0
3553,03553.png,train,museu_nacional_dart_de_catalunya,3.0
3554,03554.png,train,pantheon,4.0
3555,03555.png,train,hofburg_imperial_palace,5.0
3556,03556.png,train,berlin_cathedral,6.0
3557,03557.png,train,hagia_sophia,7.0
3558,03558.png,train,gaudi_casa_batllo_barcelona,8.0
3559,03559.png,train,st_stephen_cathedral_vienna,9.0
3560,03560.png,train,colosseum,0.0
3561,03561.png,train,petronas_towers,1.0
3562,03562.png,train,rialto_bridge,2.0
3563,03563.png,train,museu_nacional_dart_de_catalunya,3.0
3564,03564.png,train,pantheon,4.0
3565,03565.png,train,hofburg_imperial_palace,5.0
3566,03566.png,train,berlin_cathedral,6.0
3567,03567.png,train,hagia_sophia,7.0
3568,03568.png,train,gaudi_casa_batllo_barcelona,8.0
3569,03569.png,train,st_stephen_cathedral_vienna,9.0
3570,03570.png,train,colosseum,0.0
3571,03571.png,train,petronas_towers,1.0
3572,03572.png,train,rialto_bridge,2.0
3573,03573.png,train,museu_nacional_dart_de_catalunya,3.0
3574,03574.png,train,pantheon,4.0
3575,03575.png,train,hofburg_imperial_palace,5.0
3576,03576.png,train,berlin_cathedral,6.0
3577,03577.png,train,hagia_sophia,7.0
3578,03578.png,train,gaudi_casa_batllo_barcelona,8.0
3579,03579.png,train,st_stephen_cathedral_vienna,9.0
3580,03580.png,train,colosseum,0.0
3581,03581.png,train,petronas_towers,1.0
3582,03582.png,train,rialto_bridge,2.0
3583,03583.png,train,museu_nacional_dart_de_catalunya,3.0
3584,03584.png,train,pantheon,4.0
3585,03585.png,train,hofburg_imperial_palace,5.0
3586,03586.png,train,berlin_cathedral,6.0
3587,03587.png,train,hagia_sophia,7.0
3588,03588.png,train,gaudi_casa_batllo_barcelona,8.0
3589,03589.png,train,st_stephen_cathedral_vienna,9.0
3590,03590.png,train,colosseum,0.0
3591,03591.png,train,petronas_towers,1.0
3592,03592.png,train,rialto_bridge,2.0
3593,03593.png,train,museu_nacional_dart_de_catalunya,3.0
3594,03594.png,train,pantheon,4.0
3595,03595.png,train,hofburg_imperial_palace,5.0
3596,03596.png,train,berlin_cathedral,6.0
3597,03597.png,train,hagia_sophia,7.0
3598,03598.png,train,gaudi_casa_batllo_barcelona,8.0
3599,03599.png,train,st_stephen_cathedral_vienna,9.0
3600,03600.png,train,colosseum,0.0
3601,03601.png,train,petronas_towers,1.0
3602,03602.png,train,rialto_bridge,2.0
3603,03603.png,train,museu_nacional_dart_de_catalunya,3.0
3604,03604.png,train,pantheon,4.0
3605,03605.png,train,hofburg_imperial_palace,5.0
3606,03606.png,train,berlin_cathedral,6.0
3607,03607.png,train,hagia_sophia,7.0
3608,03608.png,train,gaudi_casa_batllo_barcelona,8.0
3609,03609.png,train,st_stephen_cathedral_vienna,9.0
3610,03610.png,train,colosseum,0.0
3611,03611.png,train,petronas_towers,1.0
3612,03612.png,train,rialto_bridge,2.0
3613,03613.png,train,museu_nacional_dart_de_catalunya,3.0
3614,03614.png,train,pantheon,4.0
3615,03615.png,train,hofburg_imperial_palace,5.0
3616,03616.png,train,berlin_cathedral,6.0
3617,03617.png,train,hagia_sophia,7.0
3618,03618.png,train,gaudi_casa_batllo_barcelona,8.0
3619,03619.png,train,st_stephen_cathedral_vienna,9.0
3620,03620.png,train,colosseum,0.0
3621,03621.png,train,petronas_towers,1.0
3622,03622.png,train,rialto_bridge,2.0
3623,03623.png,train,museu_nacional_dart_de_catalunya,3.0
3624,03624.png,train,pantheon,4.0
3625,03625.png,train,hofburg_imperial_palace,5.0
3626,03626.png,train,berlin_cathedral,6.0
3627,03627.png,train,hagia_sophia,7.0
3628,03628.png,train,gaudi_casa_batllo_barcelona,8.0
3629,03629.png,train,st_stephen_cathedral_vienna,9.0
3630,03630.png,train,colosseum,0.0
3631,03631.png,train,petronas_towers,1.0
3632,03632.png,train,rialto_bridge,2.0
3633,03633.png,train,museu_nacional_dart_de_catalunya,3.0
3634,03634.png,train,pantheon,4.0
3635,03635.png,train,hofburg_imperial_palace,5.0
3636,03636.png,train,berlin_cathedral,6.0
3637,03637.png,train,hagia_sophia,7.0
3638,03638.png,train,gaudi_casa_batllo_barcelona,8.0
3639,03639.png,train,st_stephen_cathedral_vienna,9.0
3640,03640.png,train,colosseum,0.0
3641,03641.png,train,petronas_towers,1.0
3642,03642.png,train,rialto_bridge,2.0
3643,03643.png,train,museu_nacional_dart_de_catalunya,3.0
3644,03644.png,train,pantheon,4.0
3645,03645.png,train,hofburg_imperial_palace,5.0
3646,03646.png,train,berlin_cathedral,6.0
3647,03647.png,train,hagia_sophia,7.0
3648,03648.png,train,gaudi_casa_batllo_barcelona,8.0
3649,03649.png,train,st_stephen_cathedral_vienna,9.0
3650,03650.png,train,colosseum,0.0
3651,03651.png,train,petronas_towers,1.0
3652,03652.png,train,rialto_bridge,2.0
3653,03653.png,train,museu_nacional_dart_de_catalunya,3.0
3654,03654.png,train,pantheon,4.0
3655,03655.png,train,hofburg_imperial_palace,5.0
